code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,date
002268,卫 士 通,-9.9,25.3,26.98,27.26,25.27,28.08,34446425.0,4.2532,902117451.0,176.43,4.898,2120990.15084,2049032.00975,2020-02-28
002267,陕天然气,-3.459,6.14,6.25,6.28,6.05,6.36,7087214.0,0.6373,43785775.0,16.891,1.171,682814.32323,682814.32323,2020-02-28
002266,浙富控股,-4.914,3.87,4.01,4.01,3.86,4.07,32165880.0,1.96427,126309308.0,64.5,2.292,765764.581563,633731.431266,2020-02-28
002265,西仪股份,-7.596,8.15,8.77,8.77,8.14,8.82,5398310.0,1.7754400000000001,45256467.0,-38.81,2.946,259631.43018,247804.931765,2020-02-28
002264,新 华 都,-3.944,4.14,4.19,4.23,4.13,4.31,6835204.0,1.00611,28560411.0,138.0,1.9609999999999999,283409.44632,281258.336682,2020-02-28
002263,*ST东南,-5.236,1.81,1.88,1.88,1.81,1.91,47744219.0,2.54182,87397584.0,90.5,1.536,339983.1781,339980.5717,2020-02-28
002262,恩华药业,-4.224,11.11,11.34,11.56,11.1,11.6,12391543.0,1.39666,139748575.0,21.477,3.262,1132539.746921,985711.634534,2020-02-28
002261,拓维信息,-9.992,10.81,11.35,11.62,10.81,12.01,91147269.0,10.36739,1007179590.0,-8.718,4.663,1189928.990794,950386.203256,2020-02-28
002260,*ST德奥,0.0,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,-4.846,-2.451,83538.0,83538.0,2020-02-28
002259,*ST升达,-2.183,2.24,2.28,2.4,2.21,2.29,19814293.0,2.76842,45976755.0,-9.451,1.191,168521.531808,160322.292256,2020-02-28
002258,利尔化学,-6.382,13.79,14.19,14.56,13.66,14.73,12118101.0,2.32053,171845421.0,12.515,2.348,723115.063874,720130.368685,2020-02-28
002256,兆新股份,-7.787,2.25,2.36,2.39,2.25,2.44,43662020.0,3.14351,101126254.0,-20.455,2.225,423542.6712,312515.440425,2020-02-28
002255,海陆重工,-10.0,4.95,4.95,5.15,4.95,5.5,110917148.0,17.21164,552773929.0,-24.289,1.093,416924.172225,318993.388065,2020-02-28
